@relation cancer
@attribute 0 NUMERIC
@attribute 1 NUMERIC
@attribute 2 NUMERIC
@attribute classes {0,1,}
@data
6.0,2.0,5.0,1
6.0,12.0,4.0,1
14.0,18.0,9.0,1
51.0,31.0,27.0,1
15.0,11.0,2.0,1
17.0,26.0,6.0,1
18.0,31.0,8.0,1
3.0,14.0,11.0,1
20.0,58.0,14.0,1
106.0,30.0,44.0,1
9.0,22.0,5.0,1
121.0,28.0,49.0,1
8.0,14.0,3.0,1
9.0,56.0,46.0,1
17.0,23.0,4.0,1
49.0,22.0,9.0,1
18.0,36.0,8.0,1
29.0,38.0,49.0,1
56.0,23.0,10.0,1
34.0,43.0,7.0,1
17.0,12.0,3.0,1
39.0,90.0,37.0,1
52.0,18.0,21.0,1
4.0,8.0,3.0,1
